,Indicator,Country,Date,value,Year,Month
316,Cumulative number of probable Ebola cases,Guinea,2015-02-27,392.0,2015,2
317,Cumulative number of suspected Ebola cases,Guinea,2015-02-27,8.0,2015,2
318,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-02-27,2113.0,2015,2
319,Cumulative number of confirmed Ebola deaths,Guinea,2015-02-27,1721.0,2015,2
320,Cumulative number of probable Ebola deaths,Guinea,2015-02-27,392.0,2015,2
321,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-02-27,9265.0,2015,2
322,Cumulative number of confirmed Ebola cases,Liberia,2015-02-27,3153.0,2015,2
323,Cumulative number of probable Ebola cases,Liberia,2015-02-27,1888.0,2015,2
324,Cumulative number of suspected Ebola cases,Liberia,2015-02-27,4224.0,2015,2
325,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-02-27,4057.0,2015,2
326,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-02-27,11370.0,2015,2
327,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-02-27,8320.0,2015,2
328,Cumulative number of probable Ebola cases,Sierra Leone,2015-02-27,287.0,2015,2
329,Cumulative number of suspected Ebola cases,Sierra Leone,2015-02-27,2763.0,2015,2
330,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-02-27,3490.0,2015,2
331,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-02-27,3124.0,2015,2
332,Cumulative number of probable Ebola deaths,Sierra Leone,2015-02-27,208.0,2015,2
333,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-02-27,158.0,2015,2
334,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-02-27,1.0,2015,2
335,Cumulative number of confirmed Ebola cases,Mali,2015-02-27,7.0,2015,2
336,Cumulative number of probable Ebola cases,Mali,2015-02-27,1.0,2015,2
337,Cumulative number of suspected Ebola cases,Mali,2015-02-27,0.0,2015,2
338,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-02-27,6.0,2015,2
339,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-27,8.0,2015,2
340,Cumulative number of confirmed Ebola cases,Nigeria,2015-02-27,19.0,2015,2
341,Cumulative number of probable Ebola cases,Nigeria,2015-02-27,1.0,2015,2
342,Cumulative number of suspected Ebola cases,Nigeria,2015-02-27,0.0,2015,2
343,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-02-27,20.0,2015,2
344,Cumulative number of confirmed Ebola cases,Senegal,2015-02-27,1.0,2015,2
345,Cumulative number of probable Ebola cases,Senegal,2015-02-27,0.0,2015,2
346,Cumulative number of suspected Ebola cases,Senegal,2015-02-27,0.0,2015,2
347,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-02-27,1.0,2015,2
348,Cumulative number of confirmed Ebola cases,Spain,2015-02-27,1.0,2015,2
349,Cumulative number of probable Ebola cases,Spain,2015-02-27,0.0,2015,2
350,Cumulative number of suspected Ebola cases,Spain,2015-02-27,0.0,2015,2
351,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-02-27,1.0,2015,2
352,Cumulative number of confirmed Ebola cases,United States of America,2015-02-27,4.0,2015,2
353,Cumulative number of probable Ebola cases,United States of America,2015-02-27,0.0,2015,2
354,Cumulative number of suspected Ebola cases,United States of America,2015-02-27,0.0,2015,2
355,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-27,4.0,2015,2
356,Cumulative number of confirmed Ebola deaths,Nigeria,2015-02-27,7.0,2015,2
357,Cumulative number of probable Ebola deaths,Nigeria,2015-02-27,1.0,2015,2
358,Cumulative number of suspected Ebola deaths,Nigeria,2015-02-27,0.0,2015,2
359,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-27,8.0,2015,2
360,Cumulative number of confirmed Ebola deaths,Senegal,2015-02-27,0.0,2015,2
361,Cumulative number of probable Ebola deaths,Senegal,2015-02-27,0.0,2015,2
362,Cumulative number of suspected Ebola deaths,Senegal,2015-02-27,0.0,2015,2
363,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-02-27,0.0,2015,2
364,Cumulative number of confirmed Ebola deaths,Spain,2015-02-27,0.0,2015,2
365,Cumulative number of probable Ebola deaths,Spain,2015-02-27,0.0,2015,2
366,Cumulative number of suspected Ebola deaths,Spain,2015-02-27,0.0,2015,2
367,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-02-27,0.0,2015,2
368,Cumulative number of confirmed Ebola deaths,United States of America,2015-02-27,1.0,2015,2
369,Cumulative number of probable Ebola deaths,United States of America,2015-02-27,0.0,2015,2
370,Cumulative number of suspected Ebola deaths,United States of America,2015-02-27,0.0,2015,2
371,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-02-27,1.0,2015,2
372,Cumulative number of confirmed Ebola cases,United Kingdom,2015-02-26,1.0,2015,2
373,Cumulative number of probable Ebola cases,United Kingdom,2015-02-26,0.0,2015,2
374,Cumulative number of suspected Ebola cases,United Kingdom,2015-02-26,0.0,2015,2
375,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-02-26,0.0,2015,2
376,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-02-26,3175.0,2015,2
377,Cumulative number of confirmed Ebola cases,Guinea,2015-02-26,2781.0,2015,2
378,Cumulative number of probable Ebola cases,Guinea,2015-02-26,387.0,2015,2
379,Cumulative number of suspected Ebola cases,Guinea,2015-02-26,7.0,2015,2
380,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-02-26,2101.0,2015,2
381,Cumulative number of confirmed Ebola deaths,Guinea,2015-02-26,1714.0,2015,2
382,Cumulative number of probable Ebola deaths,Guinea,2015-02-26,387.0,2015,2
383,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-02-26,9265.0,2015,2
384,Cumulative number of confirmed Ebola cases,Liberia,2015-02-26,3153.0,2015,2
385,Cumulative number of probable Ebola cases,Liberia,2015-02-26,1888.0,2015,2
386,Cumulative number of suspected Ebola cases,Liberia,2015-02-26,4224.0,2015,2
387,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-02-26,4057.0,2015,2
388,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-02-26,11341.0,2015,2
389,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-02-26,8308.0,2015,2
390,Cumulative number of probable Ebola cases,Sierra Leone,2015-02-26,287.0,2015,2
391,Cumulative number of suspected Ebola cases,Sierra Leone,2015-02-26,2746.0,2015,2
392,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-02-26,3479.0,2015,2
393,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-02-26,3113.0,2015,2
394,Cumulative number of probable Ebola deaths,Sierra Leone,2015-02-26,208.0,2015,2
395,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-02-26,158.0,2015,2
396,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-02-26,1.0,2015,2
397,Cumulative number of confirmed Ebola cases,Mali,2015-02-26,7.0,2015,2
398,Cumulative number of probable Ebola cases,Mali,2015-02-26,1.0,2015,2
399,Cumulative number of suspected Ebola cases,Mali,2015-02-26,0.0,2015,2
400,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-02-26,6.0,2015,2
401,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-26,8.0,2015,2
402,Cumulative number of confirmed Ebola cases,Nigeria,2015-02-26,19.0,2015,2
403,Cumulative number of probable Ebola cases,Nigeria,2015-02-26,1.0,2015,2
404,Cumulative number of suspected Ebola cases,Nigeria,2015-02-26,0.0,2015,2
405,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-02-26,20.0,2015,2
406,Cumulative number of confirmed Ebola cases,Senegal,2015-02-26,1.0,2015,2
407,Cumulative number of probable Ebola cases,Senegal,2015-02-26,0.0,2015,2
408,Cumulative number of suspected Ebola cases,Senegal,2015-02-26,0.0,2015,2
409,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-02-26,1.0,2015,2
410,Cumulative number of confirmed Ebola cases,Spain,2015-02-26,1.0,2015,2
411,Cumulative number of probable Ebola cases,Spain,2015-02-26,0.0,2015,2
412,Cumulative number of suspected Ebola cases,Spain,2015-02-26,0.0,2015,2
413,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-02-26,1.0,2015,2
414,Cumulative number of confirmed Ebola cases,United States of America,2015-02-26,4.0,2015,2
415,Cumulative number of probable Ebola cases,United States of America,2015-02-26,0.0,2015,2
416,Cumulative number of suspected Ebola cases,United States of America,2015-02-26,0.0,2015,2
417,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-26,4.0,2015,2
418,Cumulative number of confirmed Ebola deaths,Nigeria,2015-02-26,7.0,2015,2
419,Cumulative number of probable Ebola deaths,Nigeria,2015-02-26,1.0,2015,2
420,Cumulative number of suspected Ebola deaths,Nigeria,2015-02-26,0.0,2015,2
421,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-26,8.0,2015,2
422,Cumulative number of confirmed Ebola deaths,Senegal,2015-02-26,0.0,2015,2
423,Cumulative number of probable Ebola deaths,Senegal,2015-02-26,0.0,2015,2
424,Cumulative number of suspected Ebola deaths,Senegal,2015-02-26,0.0,2015,2
425,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-02-26,0.0,2015,2
426,Cumulative number of confirmed Ebola deaths,Spain,2015-02-26,0.0,2015,2
427,Cumulative number of probable Ebola deaths,Spain,2015-02-26,0.0,2015,2
428,Cumulative number of suspected Ebola deaths,Spain,2015-02-26,0.0,2015,2
429,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-02-26,0.0,2015,2
430,Cumulative number of confirmed Ebola deaths,United States of America,2015-02-26,1.0,2015,2
431,Cumulative number of probable Ebola deaths,United States of America,2015-02-26,0.0,2015,2
432,Cumulative number of suspected Ebola deaths,United States of America,2015-02-26,0.0,2015,2
433,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-02-26,1.0,2015,2
434,Cumulative number of confirmed Ebola cases,United Kingdom,2015-02-25,1.0,2015,2
435,Cumulative number of probable Ebola cases,United Kingdom,2015-02-25,0.0,2015,2
436,Cumulative number of suspected Ebola cases,United Kingdom,2015-02-25,0.0,2015,2
437,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-02-25,0.0,2015,2
438,Cumulative number of confirmed Ebola cases,Guinea,2015-02-25,2762.0,2015,2
439,Cumulative number of probable Ebola cases,Guinea,2015-02-25,387.0,2015,2
440,Cumulative number of suspected Ebola cases,Guinea,2015-02-25,6.0,2015,2
441,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-02-25,3155.0,2015,2
442,Number of confirmed Ebola cases in the last 21 days,Guinea,2015-02-25,152.0,2015,2
443,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2015-02-25,152.0,2015,2
444,Cumulative number of confirmed Ebola deaths,Guinea,2015-02-25,1704.0,2015,2
445,Cumulative number of probable Ebola deaths,Guinea,2015-02-25,387.0,2015,2
446,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-02-25,2091.0,2015,2
447,Cumulative number of confirmed Ebola cases,Liberia,2015-02-25,3153.0,2015,2
448,Cumulative number of probable Ebola cases,Liberia,2015-02-25,1888.0,2015,2
449,Cumulative number of suspected Ebola cases,Liberia,2015-02-25,4197.0,2015,2
450,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-02-25,9238.0,2015,2
451,Number of confirmed Ebola cases in the last 21 days,Liberia,2015-02-25,10.0,2015,2
452,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2015-02-25,10.0,2015,2
453,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-02-25,4037.0,2015,2
454,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-02-25,8289.0,2015,2
455,Cumulative number of probable Ebola cases,Sierra Leone,2015-02-25,287.0,2015,2
456,Cumulative number of suspected Ebola cases,Sierra Leone,2015-02-25,2725.0,2015,2
457,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2015-02-25,235.0,2015,2
458,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2015-02-25,235.0,2015,2
459,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-02-25,3095.0,2015,2
460,Cumulative number of probable Ebola deaths,Sierra Leone,2015-02-25,208.0,2015,2
461,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-02-25,158.0,2015,2
462,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-02-25,3461.0,2015,2
463,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-02-25,11301.0,2015,2
464,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-02-25,1.0,2015,2
465,Cumulative number of confirmed Ebola cases,Mali,2015-02-25,7.0,2015,2
466,Cumulative number of probable Ebola cases,Mali,2015-02-25,1.0,2015,2
467,Cumulative number of suspected Ebola cases,Mali,2015-02-25,0.0,2015,2
468,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-02-25,6.0,2015,2
469,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-25,8.0,2015,2
470,Cumulative number of confirmed Ebola cases,Nigeria,2015-02-25,19.0,2015,2
471,Cumulative number of probable Ebola cases,Nigeria,2015-02-25,1.0,2015,2
472,Cumulative number of suspected Ebola cases,Nigeria,2015-02-25,0.0,2015,2
473,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-02-25,20.0,2015,2
474,Cumulative number of confirmed Ebola cases,Senegal,2015-02-25,1.0,2015,2
475,Cumulative number of probable Ebola cases,Senegal,2015-02-25,0.0,2015,2
476,Cumulative number of suspected Ebola cases,Senegal,2015-02-25,0.0,2015,2
477,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-02-25,1.0,2015,2
478,Cumulative number of confirmed Ebola cases,Spain,2015-02-25,1.0,2015,2
479,Cumulative number of probable Ebola cases,Spain,2015-02-25,0.0,2015,2
480,Cumulative number of suspected Ebola cases,Spain,2015-02-25,0.0,2015,2
481,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-02-25,1.0,2015,2
482,Cumulative number of confirmed Ebola cases,United States of America,2015-02-25,4.0,2015,2
483,Cumulative number of probable Ebola cases,United States of America,2015-02-25,0.0,2015,2
484,Cumulative number of suspected Ebola cases,United States of America,2015-02-25,0.0,2015,2
485,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-25,4.0,2015,2
486,Cumulative number of confirmed Ebola deaths,Nigeria,2015-02-25,7.0,2015,2
487,Cumulative number of probable Ebola deaths,Nigeria,2015-02-25,1.0,2015,2
488,Cumulative number of suspected Ebola deaths,Nigeria,2015-02-25,0.0,2015,2
489,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-25,8.0,2015,2
490,Cumulative number of confirmed Ebola deaths,Senegal,2015-02-25,0.0,2015,2
491,Cumulative number of probable Ebola deaths,Senegal,2015-02-25,0.0,2015,2
492,Cumulative number of suspected Ebola deaths,Senegal,2015-02-25,0.0,2015,2
493,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-02-25,0.0,2015,2
494,Cumulative number of confirmed Ebola deaths,Spain,2015-02-25,0.0,2015,2
495,Cumulative number of probable Ebola deaths,Spain,2015-02-25,0.0,2015,2
496,Cumulative number of suspected Ebola deaths,Spain,2015-02-25,0.0,2015,2
497,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-02-25,0.0,2015,2
498,Cumulative number of confirmed Ebola deaths,United States of America,2015-02-25,1.0,2015,2
499,Cumulative number of probable Ebola deaths,United States of America,2015-02-25,0.0,2015,2
500,Cumulative number of suspected Ebola deaths,United States of America,2015-02-25,0.0,2015,2
501,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-02-25,1.0,2015,2
502,Cumulative number of confirmed Ebola cases,United Kingdom,2015-02-23,1.0,2015,2
503,Cumulative number of probable Ebola cases,United Kingdom,2015-02-23,0.0,2015,2
504,Cumulative number of suspected Ebola cases,United Kingdom,2015-02-23,0.0,2015,2
505,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-02-23,0.0,2015,2
506,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-02-23,3155.0,2015,2
507,Cumulative number of confirmed Ebola cases,Guinea,2015-02-23,2758.0,2015,2
508,Cumulative number of probable Ebola cases,Guinea,2015-02-23,387.0,2015,2
